,SeqNumber,TimeStamp,ProductID,BidVolume1,AskVolume1,Bid1,Ask1
0,262434,1689642100.275878338,3035,8,22,3290000,3295000
0,288024,1689642118.356599674,3035,48,5,3320000,3325000
0,300101,1689642126.123400576,2449,18,1,677000,678000
0,303729,1689642128.796203137,3035,29,6,3330000,3335000
0,306255,1689642130.578935599,3035,25,6,3330000,3335000
0,308692,1689642132.300510403,3035,32,2,3330000,3335000
0,313706,1689642135.602875528,3035,19,1,3330000,3335000
0,315563,1689642136.798776891,2303,2,1,486500,487000
0,336146,1689642149.961418890,2368,39,28,1780000,1785000
0,340198,1689642152.686054811,3035,6,28,3315000,3320000
0,348638,1689642158.563541572,1102,32,58,437500,438000
0,368580,1689642172.296138300,2308,1,48,3695000,3700000
0,369974,1689642173.412295275,2308,1,48,3695000,3700000
0,378894,1689642179.760275730,2449,62,148,683000,685000
0,379403,1689642180.106043265,2449,5,146,684000,685000
0,400101,1689642193.477860771,2308,16,80,3690000,3700000
0,402027,1689642194.815616219,2881,141,189,651000,653000
0,423323,1689642209.636786502,8046,1,26,2675000,2680000
0,435910,1689642218.072542642,2392,13,1,437500,438000
0,442497,1689642222.703297071,2481,8,1,836000,838000
0,456272,1689642232.318981069,2481,47,27,839000,840000
0,457274,1689642232.955309983,2609,158,32,453000,453500
0,458702,1689642233.909985980,2618,325,77,368000,369500
0,468693,1689642241.013461217,6285,244,1,1220000,1225000
0,483875,1689642252.119970197,6285,231,5,1220000,1225000
0,515051,1689642276.832625245,3035,46,24,3375000,3380000
0,516535,1689642277.789950769,6213,3,8,771000,772000
0,520045,1689642280.345416401,1609,128,6,404500,405500
0,520828,1689642280.783249656,1609,86,59,404000,404500
0,529334,1689642287.584503228,1609,4,74,405000,405500
0,530459,1689642288.337229028,1609,9,15,404500,405000
0,540274,1689642295.883059041,1609,37,20,404500,405000
0,546886,1689642300.945216398,2308,42,71,3690000,3700000
0,548635,1689642301.982325746,1609,1,31,404500,405500
0,551486,1689642304.034343551,1609,3,19,404500,405000
0,552821,1689642304.995793647,3035,12,18,3355000,3360000
0,563135,1689642311.762062502,3035,42,33,3350000,3355000
0,559856,1689642309.510767023,1904,6,6,326000,327000
0,563608,1689642312.088907931,3035,24,42,3350000,3355000
0,571890,1689642317.697646370,2481,1,1,834000,835000
0,586915,1689642328.999797342,2231,46,1,1600000,1605000
0,590074,1689642331.397165139,2481,16,15,833000,835000
0,589376,1689642330.838890510,2615,61,38,507000,508000
0,595142,1689642335.125559652,3035,17,23,3345000,3350000
0,596567,1689642336.171573172,3035,15,3,3345000,3350000
0,597740,1689642337.004364420,3035,21,1,3345000,3350000
0,609976,1689642346.031066070,3035,15,25,3350000,3355000
0,615998,1689642350.427746937,3714,7,5,505000,506000
0,625284,1689642357.357630913,2615,24,4,507000,508000
0,647482,1689642373.715566205,2231,44,18,1600000,1610000
0,647913,1689642374.027651297,2231,44,2,1600000,1605000
0,651205,1689642376.816187574,3035,14,16,3350000,3355000
0,651554,1689642377.110937000,3035,14,1,3350000,3355000
0,652075,1689642377.534792943,2313,46,32,482000,483000
0,669274,1689642391.117779280,2313,5,6,482500,483000
0,680510,1689642400.479243182,2449,13,21,670000,671000
0,681217,1689642401.015735997,2449,5,17,670000,671000
0,692621,1689642410.913979401,1609,49,1,406500,407000
0,706588,1689642422.121066577,3035,53,31,3345000,3350000
0,718771,1689642432.109408668,1609,2,1,408000,408500
0,719685,1689642432.952076328,1210,28,9,571000,572000
0,736529,1689642447.271332535,2313,18,2,482500,483000
0,736529,1689642447.271332535,2313,18,2,482500,483000
0,747744,1689642457.238109070,1609,13,288,408000,409000
0,749771,1689642459.019403526,1609,465,1,407500,408500
0,753114,1689642462.078749887,1609,18,31,408000,408500
0,754689,1689642463.504056779,1609,38,15,408000,408500
0,755826,1689642464.580041047,1609,0,0,0,0
0,762797,1689642470.843790934,1609,28,296,408500,409000
0,763249,1689642471.285024144,1609,3,296,408500,409000
0,792934,1689642497.003088826,1609,176,34,408000,408500
0,794939,1689642498.759423545,1609,161,37,408000,408500
0,802065,1689642505.503935505,3035,19,5,3330000,3335000
0,803460,1689642506.748594242,1609,471,94,407500,408500
0,809271,1689642511.891269020,1609,97,1,407000,407500
0,809909,1689642512.595782305,1609,97,1,407000,407500
0,810097,1689642512.819596399,1609,1,62,407500,408000
0,810288,1689642513.009600082,2610,411,336,247500,248000
0,811636,1689642514.276236624,1609,52,59,407000,408000
0,821996,1689642523.983853588,2634,162,23,543000,544000
0,824393,1689642526.175784981,2449,67,85,673000,675000
0,825790,1689642527.582176283,3017,20,100,2920000,2930000
0,831435,1689642533.199956569,1609,1,42,407500,408000
0,848619,1689642548.188438016,1609,97,1,406500,407000
0,856200,1689642554.361679669,1609,45,94,406500,407000
0,860301,1689642557.604406189,3711,175,238,1170000,1175000
0,861062,1689642558.119215360,1609,1,87,406500,407000
0,867366,1689642563.564001730,1609,80,1,405500,406000
0,867716,1689642563.846137524,1609,23,57,405000,406000
0,878526,1689642573.505066163,1609,91,1,404500,405000
0,893792,1689642587.873940911,2323,623,259,145000,146000
0,918047,1689642610.148294260,2634,79,11,543000,544000
0,919793,1689642611.742680221,2481,26,53,842000,843000
0,936366,1689642626.928901477,2634,111,52,542000,544000
0,940270,1689642630.722683701,1609,23,26,403000,403500
0,942747,1689642633.143551574,2449,1,62,675000,676000
0,947100,1689642637.491479035,3035,108,10,3300000,3305000
0,947690,1689642638.037175933,3035,108,15,3300000,3305000
0,949449,1689642639.598243717,3017,45,6,2900000,2905000
0,950856,1689642640.745954928,2634,191,48,541000,543000
0,950856,1689642640.745954928,2634,191,48,541000,543000
0,957121,1689642645.898990713,2481,7,12,839000,843000
0,963561,1689642651.867361952,2634,24,57,542000,543000
0,1001527,1689642688.348363019,2634,39,45,542000,544000
0,1005968,1689642692.406574736,3034,8,22,4125000,4135000
0,1017955,1689642705.244099891,2474,27,18,1745000,1750000
0,1024052,1689642710.050955904,3035,16,40,3290000,3295000
0,1024812,1689642710.527186334,3035,23,32,3295000,3300000
0,1025638,1689642710.934142193,1609,1,27,400500,401500
0,1025720,1689642710.992408305,3035,23,24,3295000,3300000
0,1026035,1689642711.152816777,1609,3,1,401000,401500
0,1031649,1689642715.367544506,1609,35,12,401000,402000
0,1032743,1689642716.165141857,2313,42,24,481500,482000
0,1037442,1689642720.694608859,2368,15,34,1800000,1805000
0,1037864,1689642721.046731368,3035,5,10,3310000,3315000
0,1041533,1689642724.083969137,3035,5,38,3315000,3320000
0,1041936,1689642724.368789022,3035,6,35,3315000,3320000
0,1042883,1689642725.054825448,3035,6,27,3315000,3320000
0,1044222,1689642726.133277880,3035,2,18,3315000,3320000
0,1044610,1689642726.506752602,3035,5,14,3315000,3320000
0,1047275,1689642728.634592949,3035,11,16,3320000,3325000
0,1047703,1689642729.050489239,3035,11,12,3320000,3325000
0,1048798,1689642730.054940371,3035,16,9,3320000,3325000
0,1049349,1689642730.539403793,3035,23,3,3320000,3325000
0,1050847,1689642731.982112654,3035,5,50,3325000,3330000
0,1057527,1689642738.429278390,2355,1,15,363000,363500
0,1066870,1689642747.221128359,2368,43,27,1800000,1805000
0,1071614,1689642752.035470766,3035,21,21,3335000,3340000
0,1072164,1689642752.655723698,3035,43,12,3330000,3340000
0,1072525,1689642753.009220774,3035,2,7,3335000,3340000
0,1073896,1689642754.477580831,3035,1,8,3335000,3340000
0,1075328,1689642755.892793512,3035,1,8,3335000,3340000
0,1076016,1689642756.701803869,3035,1,9,3335000,3340000
0,1076247,1689642756.913652086,2474,31,13,1745000,1750000
0,1076522,1689642757.148378125,3035,1,11,3335000,3340000
0,1092716,1689642773.432209140,2474,8,50,1750000,1760000
0,1099656,1689642780.438818504,3035,11,123,3345000,3350000
0,1100670,1689642781.211284661,3035,6,126,3345000,3350000
0,1104824,1689642785.306499611,6285,77,17,1215000,1220000
0,1120177,1689642800.221250268,2609,48,103,456500,457000
0,1122714,1689642803.185558329,2634,27,23,545000,546000
0,1123164,1689642803.686585347,3035,1,121,3345000,3350000
0,1091587,1689642772.410155117,5534,3,10,794000,796000
0,1125959,1689642806.508229544,6285,73,790,1220000,1230000
0,1130650,1689642811.346192599,3035,50,25,3340000,3345000
0,1132371,1689642812.994722926,6285,95,2,1220000,1225000
0,1132718,1689642813.341852133,3035,16,10,3335000,3340000
0,1134690,1689642815.222304146,3035,14,15,3335000,3340000
0,1135957,1689642816.478477323,6285,119,4,1220000,1225000
0,1137631,1689642818.318714004,2615,37,5,509000,510000
0,1138108,1689642818.842866915,6285,124,816,1220000,1230000
0,1138982,1689642819.915164289,6285,1,790,1225000,1230000
0,1140069,1689642821.094600857,6285,1,713,1225000,1230000
0,1148814,1689642830.837492047,3035,10,9,3330000,3335000
0,1156345,1689642839.297801240,3035,13,1,3325000,3330000
0,1158802,1689642841.948642324,3035,16,1,3325000,3330000
0,1161673,1689642845.100629709,3035,4,17,3330000,3335000
0,1166633,1689642850.337872854,3035,6,12,3325000,3330000
0,1169109,1689642853.125893035,2481,73,29,845000,846000
0,1173764,1689642858.799863354,2474,10,37,1755000,1760000
0,1182052,1689642867.613685997,2481,4,7,843000,844000
0,1182190,1689642867.768067358,2481,11,18,842000,843000
0,1186864,1689642873.565454419,3035,24,19,3330000,3335000
0,1190669,1689642878.013471967,2368,30,16,1805000,1810000
0,1192310,1689642879.900393543,3035,8,27,3330000,3340000
0,1199537,1689642888.155726488,6285,205,40,1230000,1235000
0,1200395,1689642889.251174761,6285,209,3,1230000,1235000
0,1211910,1689642902.046337094,6285,191,2,1230000,1235000
0,1213213,1689642903.218492694,6285,182,19,1230000,1235000
0,1225012,1689642914.789003159,3035,26,10,3330000,3335000
0,1226600,1689642916.565719134,5388,62,38,1145000,1150000
0,1234392,1689642924.063413525,3035,30,10,3330000,3335000
0,1240237,1689642929.489452408,3035,5,25,3335000,3340000
0,1241295,1689642930.497947829,3035,4,22,3335000,3340000
0,1241974,1689642930.973464712,3035,6,20,3335000,3340000
0,1242456,1689642931.429023721,3035,7,18,3335000,3340000
0,1247730,1689642937.032732991,3035,10,16,3335000,3340000
0,1248670,1689642937.986751500,3035,10,14,3335000,3340000
0,1258011,1689642947.748521127,3035,3,8,3340000,3345000
0,1258035,1689642947.779468746,2481,20,27,844000,845000
0,1267732,1689642957.719300439,3035,7,167,3345000,3350000
0,1268565,1689642958.542404031,3035,12,159,3345000,3350000
0,1274550,1689642963.301327794,3035,18,140,3345000,3350000
0,1276985,1689642965.516154762,2618,108,194,368500,369000
0,1278583,1689642966.927798875,2481,50,68,843000,845000
0,1270596,1689642960.479034564,2474,15,49,1755000,1760000
0,1285164,1689642973.888747657,3017,32,30,2905000,2910000
0,1307313,1689642995.903269325,2610,775,88,247500,248500
0,1315717,1689643005.128084471,3035,24,50,3355000,3360000
0,1323167,1689643012.093086882,2634,50,16,543000,544000
0,1325319,1689643014.215378081,1609,30,24,398000,399000
0,1325782,1689643014.671893398,1609,13,3,398000,398500
0,1321787,1689643010.925175037,2474,11,51,1755000,1760000
0,1326222,1689643015.078532684,1609,27,3,398000,398500
0,1328916,1689643017.811415770,2481,6,7,840000,841000
0,1344314,1689643032.239763852,3443,22,1,18500000,18550000
0,1349317,1689643037.315038954,1609,87,17,398000,398500
0,1370011,1689643059.891752094,2618,246,40,367500,368000
0,1373053,1689643062.990928989,3035,0,0,0,0
0,1374957,1689643064.960478309,3035,9,105,3355000,3360000
0,1410919,1689643104.835235246,2481,25,43,845000,847000
0,1408398,1689643101.897172963,2327,1,15,4980000,4990000
0,1413818,1689643107.970658671,2379,6,14,4095000,4100000
0,1424827,1689643120.253782769,2323,288,387,145500,146500
0,1428960,1689643124.989734664,3035,5,10,3345000,3350000
0,1441953,1689643138.439193487,2401,76,27,306500,307000
0,1449284,1689643146.894301795,3035,11,16,3340000,3345000
0,1466526,1689643166.233795174,3035,1,15,3340000,3345000
0,1470645,1689643170.940135016,2498,104,7,586000,587000
0,1481244,1689643183.586875865,2449,107,1,671000,672000
0,1482959,1689643185.810925260,3035,44,29,3330000,3335000
0,1484381,1689643187.687917499,2634,57,1,543000,544000
0,1485563,1689643189.452619824,2368,1,46,1815000,1820000
0,1486454,1689643190.619184139,3035,46,29,3320000,3330000
0,1491761,1689643197.757974911,2634,32,25,543000,544000
0,1492656,1689643198.917252305,2634,32,15,543000,544000
0,1492931,1689643199.250368747,2634,32,5,543000,544000
0,1493546,1689643200.044728332,2498,97,14,586000,587000
0,1493402,1689643199.806469159,2634,32,3,543000,544000
0,1496127,1689643202.092675774,2634,32,1,543000,544000
0,1496937,1689643202.778552768,2634,37,1,543000,544000
0,1508103,1689643212.473076886,2481,102,1,834000,835000
0,1515270,1689643219.148641281,2323,852,189,145000,146000
0,1524334,1689643227.842323210,3006,10,7,789000,790000
0,1528275,1689643231.311925007,2401,73,2,305000,305500
0,1528638,1689643231.675759149,1904,37,1,325500,326000
0,1531494,1689643234.865321914,2481,4,11,832000,833000
0,1537275,1689643241.033888387,3481,948,334,161000,161500
0,1537772,1689643241.593898360,2610,4,492,248000,248500
0,1545203,1689643250.085141412,6213,3,3,766000,767000
0,1545078,1689643249.922601329,2327,1,9,4970000,4975000
0,1546067,1689643251.054891980,2376,70,25,3050000,3055000
0,1547431,1689643252.460821364,2481,42,25,830000,831000
0,1551243,1689643256.711709261,5388,57,5,1165000,1170000
0,1568568,1689643275.092064704,5388,58,143,1165000,1175000
0,1568961,1689643275.497968492,4938,28,2,893000,895000
0,1569830,1689643276.379045897,1210,2,3,576000,577000
0,1569488,1689643276.052916402,2323,904,252,145000,146000
0,1569873,1689643276.433952589,5388,56,143,1165000,1175000
0,1570710,1689643277.259195136,4938,300,1,890000,892000
0,1570960,1689643277.457879183,4938,21,2,890000,891000
0,1571976,1689643278.649555441,2481,17,8,831000,833000
0,1573930,1689643280.407171438,5388,46,143,1165000,1175000
0,1574105,1689643280.588366062,5388,46,143,1165000,1175000
0,1577077,1689643283.865728609,4938,6,8,881000,882000
0,1578427,1689643285.621398496,2327,14,11,4965000,4975000
0,1583436,1689643291.061976125,5388,49,7,1165000,1170000
0,1586552,1689643294.553845517,2323,1033,258,145000,146000
0,1587456,1689643295.496860379,2327,8,1,4955000,4960000
0,1591523,1689643300.253765522,4938,11,16,885000,888000
0,1593155,1689643301.928104455,3042,10,1,905000,908000
0,1591860,1689643300.562613591,2401,8,16,305500,306000
0,1598684,1689643308.254029446,2323,1034,249,145000,146000
0,1599398,1689643309.183844543,6213,10,2,765000,769000
0,1611856,1689643323.620505095,2610,915,174,247500,248000
0,1629346,1689643343.870729979,2376,54,12,3025000,3030000
0,1640152,1689643356.465941146,3035,31,14,3315000,3320000
0,1641297,1689643357.790856137,2634,69,41,542000,543000
0,1665170,1689643386.534624240,2634,308,1,541000,542000
0,1665559,1689643386.917786869,2634,308,4,541000,542000
0,1678204,1689643401.978825306,3035,7,48,3315000,3320000
0,1682918,1689643408.355303447,2634,8,21,542000,543000
0,1682989,1689643408.459818550,2634,8,15,542000,543000
0,1683879,1689643409.708662135,2481,1,11,831000,832000
0,1683758,1689643409.542150009,2634,12,9,542000,543000
0,1691731,1689643418.978403286,2634,25,44,542000,544000
0,1694016,1689643421.918485777,3017,13,14,2890000,2895000
0,1694519,1689643422.404754437,2634,26,44,542000,544000
0,1701846,1689643432.058125888,2882,392,290,452000,453000
0,1721115,1689643456.853553866,2376,33,13,3045000,3050000
0,1740050,1689643480.763807037,2481,19,4,827000,828000
0,1743033,1689643484.761028310,2634,41,25,542000,543000
0,1754770,1689643498.681441324,2481,29,9,826000,827000
0,1758843,1689643502.928265004,2376,24,24,3040000,3045000
0,1769289,1689643514.369437107,2634,24,10,542000,543000
0,1778859,1689643525.477705198,2882,376,339,452000,453000
0,1788169,1689643536.954911467,2634,1,22,542000,543000
0,1816416,1689643574.241506874,2481,29,3,829000,830000
0,1852121,1689643619.405096332,3035,46,36,3300000,3305000
0,1868372,1689643638.902444202,3035,62,12,3295000,3300000
0,1871129,1689643642.177245038,3035,57,18,3295000,3300000
0,1876120,1689643648.212965029,3035,76,11,3290000,3295000
0,1876621,1689643648.754445922,3035,12,12,3290000,3295000
0,1878460,1689643651.369769886,2610,7,445,247500,248000
0,1903331,1689643683.110113824,2615,34,39,509000,510000
0,1951620,1689643740.770031489,2615,26,51,509000,510000
